action,x,y,timestamp,extra1,extra2
move,1666,266,1725102827.0344057,,
move,1666,266,1725102827.0407884,,
move,1666,265,1725102827.0483565,,
move,1667,265,1725102827.0552678,,
move,1667,264,1725102827.061817,,
move,1668,264,1725102827.0767972,,
move,1668,263,1725102827.096986,,
move,1668,263,1725102827.1239078,,
move,1668,262,1725102827.1377666,,
move,1669,262,1725102827.145082,,
move,1669,262,1725102827.1518922,,
move,1670,262,1725102827.1653504,,
move,1670,261,1725102827.1726103,,
move,1671,261,1725102827.1796637,,
move,1671,260,1725102827.1872425,,
move,1671,260,1725102827.1934326,,
move,1671,259,1725102827.2068052,,
move,1672,259,1725102827.234653,,
move,1672,259,1725102827.241704,,
move,1672,258,1725102827.2555583,,
move,1672,258,1725102827.2621007,,
click,1672,258,1725102827.487698,Button.left,True
click,1672,258,1725102827.7121234,Button.left,False
click,1672,258,1725102828.05227,Button.left,True
click,1672,258,1725102828.1478825,Button.left,False
move,1667,262,1725102828.2083573,,
move,1655,273,1725102828.2136087,,
move,1638,287,1725102828.2219625,,
move,1613,308,1725102828.2284362,,
move,1588,329,1725102828.2341752,,
move,1572,345,1725102828.2411323,,
move,1559,358,1725102828.2490554,,
move,1549,371,1725102828.255885,,
move,1541,383,1725102828.2612042,,
move,1531,395,1725102828.2686524,,
move,1521,409,1725102828.2767055,,
move,1512,422,1725102828.2824094,,
move,1501,435,1725102828.289045,,
move,1489,447,1725102828.296937,,
move,1476,464,1725102828.3042285,,
move,1463,482,1725102828.3098252,,
move,1450,494,1725102828.3176613,,
move,1433,510,1725102828.3243315,,
move,1415,525,1725102828.3311799,,
move,1390,542,1725102828.338174,,
move,1366,561,1725102828.338174,,
move,1335,581,1725102828.3525066,,
move,1296,603,1725102828.3596418,,
move,1263,619,1725102828.3654757,,
move,1236,634,1725102828.3720977,,
move,1222,644,1725102828.3791597,,
move,1208,654,1725102828.386212,,
move,1196,662,1725102828.3936458,,
move,1184,669,1725102828.3997958,,
move,1173,677,1725102828.4073951,,
move,1165,685,1725102828.4137611,,
move,1156,693,1725102828.4205174,,
move,1149,701,1725102828.4275768,,
move,1143,706,1725102828.4344687,,
move,1138,712,1725102828.4416661,,
move,1131,718,1725102828.4484682,,
move,1123,724,1725102828.4497736,,
move,1114,731,1725102828.4581711,,
move,1105,739,1725102828.4676654,,
move,1095,747,1725102828.473749,,
move,1086,755,1725102828.477724,,
move,1078,763,1725102828.488164,,
move,1071,770,1725102828.4919984,,
move,1063,778,1725102828.4976027,,
move,1057,784,1725102828.5096085,,
move,1051,789,1725102828.512888,,
move,1043,794,1725102828.5184164,,
move,1036,799,1725102828.5289838,,
move,1030,804,1725102828.537368,,
move,1022,809,1725102828.540647,,
move,1016,814,1725102828.5483403,,
move,1012,818,1725102828.557896,,
move,1007,820,1725102828.559867,,
move,1003,824,1725102828.5685663,,
move,1000,825,1725102828.5776649,,
move,998,827,1725102828.5820875,,
move,997,828,1725102828.5890152,,
move,995,830,1725102828.5978765,,
move,994,831,1725102828.6014888,,
move,993,831,1725102828.6085677,,
move,993,831,1725102828.61754,,
move,992,832,1725102828.623729,,
move,991,832,1725102828.6307497,,
move,991,833,1725102828.638314,,
move,990,833,1725102828.6477573,,
move,989,833,1725102828.6677473,,
move,989,833,1725102828.6879194,,
move,989,833,1725102828.7559927,,
move,989,833,1725102828.7620516,,
move,989,832,1725102828.768589,,
move,991,832,1725102829.1883695,,
move,995,830,1725102829.1936972,,
move,997,828,1725102829.1988215,,
move,1001,826,1725102829.2086475,,
move,1004,825,1725102829.21478,,
move,1007,822,1725102829.2198591,,
move,1009,821,1725102829.228514,,
move,1011,819,1725102829.236803,,
move,1011,818,1725102829.2403026,,
move,1012,818,1725102829.24835,,
move,1014,818,1725102829.2568364,,
move,1014,817,1725102829.2626655,,
move,1015,816,1725102829.267756,,
move,1016,816,1725102829.2768831,,
move,1018,816,1725102829.2840383,,
move,1020,816,1725102829.2878435,,
move,1021,817,1725102829.2984724,,
move,1023,818,1725102829.3041422,,
move,1025,819,1725102829.3093927,,
move,1027,821,1725102829.3186224,,
move,1028,825,1725102829.323761,,
move,1028,830,1725102829.3306234,,
move,1025,838,1725102829.3385787,,
move,1020,852,1725102829.3469536,,
move,1010,866,1725102829.352786,,
move,990,882,1725102829.358898,,
move,966,901,1725102829.3671057,,
move,955,909,1725102829.3731685,,
move,944,916,1725102829.3795686,,
move,938,920,1725102829.3868694,,
move,934,923,1725102829.394027,,
move,932,924,1725102829.4000664,,
move,930,925,1725102829.4078932,,
move,930,926,1725102829.414025,,
move,929,926,1725102829.4199183,,
move,928,926,1725102829.4275932,,
move,927,926,1725102829.4405797,,
move,927,926,1725102829.457866,,
move,927,925,1725102829.4681308,,
move,927,925,1725102829.4883258,,
move,1739,54,1725102831.9594605,,
move,1707,82,1725102831.9675436,,
move,1676,114,1725102831.978822,,
move,1638,146,1725102831.9819615,,
move,1597,176,1725102831.9907086,,
move,1562,204,1725102831.9978447,,
move,1539,227,1725102832.0023167,,
move,1517,247,1725102832.0100877,,
move,1499,260,1725102832.0177166,,
move,1487,270,1725102832.0268133,,
move,1479,275,1725102832.0312614,,
move,1474,278,1725102832.0375612,,
move,1471,280,1725102832.0467896,,
move,1469,281,1725102832.0510128,,
move,1467,281,1725102832.060134,,
move,1467,282,1725102832.0678244,,
move,1466,282,1725102832.0708778,,
move,1464,282,1725102832.0778644,,
move,1463,282,1725102832.087624,,
move,1459,282,1725102832.0942128,,
move,1454,284,1725102832.1018286,,
move,1445,285,1725102832.1082165,,
move,1430,286,1725102832.1102428,,
move,1415,287,1725102832.1183321,,
move,1403,289,1725102832.1283402,,
move,1395,290,1725102832.1368468,,
move,1388,291,1725102832.1425455,,
move,1384,292,1725102832.149251,,
move,1380,294,1725102832.157071,,
move,1374,296,1725102832.1603205,,
move,1367,303,1725102832.1676073,,
move,1356,312,1725102832.1777217,,
move,1338,328,1725102832.18401,,
move,1316,356,1725102832.190819,,
move,1297,381,1725102832.1977983,,
move,1282,407,1725102832.2025166,,
move,1264,437,1725102832.2091935,,
move,1249,464,1725102832.2183373,,
move,1230,497,1725102832.2225883,,
move,1214,530,1725102832.2313828,,
move,1195,566,1725102832.2383065,,
move,1178,605,1725102832.2441545,,
move,1161,637,1725102832.251868,,
move,1144,676,1725102832.2583017,,
move,1126,718,1725102832.2668738,,
move,1111,757,1725102832.2712333,,
move,1091,799,1725102832.2787988,,
move,1074,841,1725102832.2866716,,
move,1057,877,1725102832.2929416,,
move,1045,911,1725102832.2990303,,
move,1033,940,1725102832.307632,,
move,1024,964,1725102832.314557,,
move,1017,983,1725102832.3198442,,
move,1011,997,1725102832.3280098,,
move,1007,1006,1725102832.33446,,
move,1005,1014,1725102832.3411765,,
move,1003,1020,1725102832.3481522,,
move,1002,1024,1725102832.3557258,,
move,1001,1026,1725102832.3627884,,
move,1001,1026,1725102832.3693993,,
move,1000,1027,1725102832.376538,,
move,1000,1027,1725102832.4107459,,
move,1000,1027,1725102832.417588,,
move,1001,1025,1725102832.423835,,
move,1013,998,1725102832.6976116,,
move,1031,968,1725102832.70149,,
move,1041,949,1725102832.7086148,,
move,1047,941,1725102832.717681,,
move,1049,936,1725102832.7246351,,
move,1053,931,1725102832.7315352,,
move,1054,930,1725102832.738987,,
move,1054,928,1725102832.745852,,
move,1055,927,1725102832.7512417,,
move,1055,927,1725102832.7587674,,
move,1055,926,1725102832.7678692,,
move,1055,925,1725102832.7779274,,
move,1055,924,1725102832.7926033,,
move,1055,924,1725102832.8136609,,
click,1055,924,1725102833.013934,Button.left,True
click,1055,924,1725102833.2401285,Button.left,False
